TITLE     = "fluent14.5.0  build-id: 10329"
VARIABLES = "X"
"Y"
"Z"
"Temperature"
DATASETAUXDATA Common.DensityVar="48"
DATASETAUXDATA Common.PressureVar="50"
DATASETAUXDATA Common.TemperatureVar="4"
DATASETAUXDATA Common.UVar="51"
DATASETAUXDATA Common.VectorVarsAreVelocity="TRUE"
DATASETAUXDATA Common.ViscosityVar="62"
DATASETAUXDATA Common.VVar="53"
DATASETAUXDATA Common.WVar="55"
ZONE T="Rectangular zone"
 STRANDID=0, SOLUTIONTIME=0
 I=145, J=110, K=3, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE )
 4.027777910E-002 3.481651470E-002 1.500000013E-003 3.318409729E+002
 4.128472134E-002 3.481651470E-002 1.500000013E-003 3.317149048E+002
 4.229166731E-002 3.481651470E-002 1.500000013E-003 3.312415161E+002
 4.329860955E-002 3.481651470E-002 1.500000013E-003 3.300428467E+002
 4.430555552E-002 3.481651470E-002 1.500000013E-003 3.279641724E+002
 4.531250149E-002 3.481651470E-002 1.500000013E-003 3.260855713E+002
 4.631944373E-002 3.481651470E-002 1.500000013E-003 3.252650146E+002
 4.732638970E-002 3.481651470E-002 1.500000013E-003 3.251017456E+002
 4.833333194E-002 3.481651470E-002 1.500000013E-003 3.251016846E+002
 4.934027791E-002 3.481651470E-002 1.500000013E-003 3.250946350E+002
 5.034722388E-002 3.481651470E-002 1.500000013E-003 3.250222778E+002
 5.135416612E-002 3.481651470E-002 1.500000013E-003 3.248017273E+002
 5.236111209E-002 3.481651470E-002 1.500000013E-003 3.243096008E+002
 5.336805433E-002 3.481651470E-002 1.500000013E-003 3.233303833E+002
 5.437500030E-002 3.481651470E-002 1.500000013E-003 3.219304199E+002
 5.538194627E-002 3.481651470E-002 1.500000013E-003 3.207409363E+002
 5.638888851E-002 3.481651470E-002 1.500000013E-003 3.201479492E+002
 5.739583448E-002 3.481651470E-002 1.500000013E-003 3.199769897E+002
 5.840277672E-002 3.481651470E-002 1.500000013E-003 3.199685364E+002
 5.940972269E-002 3.481651470E-002 1.500000013E-003 3.199758606E+002
 6.041666493E-002 3.481651470E-002 1.500000013E-003 3.199669189E+002
 6.142361090E-002 3.481651470E-002 1.500000013E-003 3.199176636E+002
 6.243055686E-002 3.481651470E-002 1.500000013E-003 3.198218689E+002
 6.343749911E-002 3.481651470E-002 1.500000013E-003 3.196737061E+002
 6.444444507E-002 3.481651470E-002 1.500000013E-003 3.194230042E+002
 6.545139104E-002 3.481651470E-002 1.500000013E-003 3.190238037E+002
 6.645833701E-002 3.481651470E-002 1.500000013E-003 3.185465698E+002
 6.746527553E-002 3.481651470E-002 1.500000013E-003 3.181664124E+002
 6.847222149E-002 3.481651470E-002 1.500000013E-003 3.179679260E+002
 6.947916746E-002 3.481651470E-002 1.500000013E-003 3.179103088E+002
 7.048611343E-002 3.481651470E-002 1.500000013E-003 3.179256897E+002
 7.149305195E-002 3.481651470E-002 1.500000013E-003 3.179536133E+002
 7.249999791E-002 3.481651470E-002 1.500000013E-003 3.179612427E+002
 -7.249999791E-002 3.582568839E-002 1.500000013E-003 3.057254028E+002
 -7.149305195E-002 3.582568839E-002 1.500000013E-003 3.057411194E+002
 -7.048611343E-002 3.582568839E-002 1.500000013E-003 3.058718262E+002
 -6.947916746E-002 3.582568839E-002 1.500000013E-003 3.064183044E+002
 -6.847222149E-002 3.582568839E-002 1.500000013E-003 3.077639771E+002
 -6.746527553E-002 3.582568839E-002 1.500000013E-003 3.094838562E+002
 -6.645833701E-002 3.582568839E-002 1.500000013E-003 3.105571899E+002
 -6.545139104E-002 3.582568839E-002 1.500000013E-003 3.109858093E+002
 -6.444444507E-002 3.582568839E-002 1.500000013E-003 3.111467896E+002
 -6.343749911E-002 3.582568839E-002 1.500000013E-003 3.113027649E+002
 -6.243055686E-002 3.582568839E-002 1.500000013E-003 3.114985962E+002
 -6.142361090E-002 3.582568839E-002 1.500000013E-003 3.125136108E+002
 -6.041666493E-002 3.582568839E-002 1.500000013E-003 3.153696289E+002
 -5.940972269E-002 3.582568839E-002 1.500000013E-003 3.189105225E+002
 -5.840277672E-002 3.582568839E-002 1.500000013E-003 3.207796326E+002
 -5.739583448E-002 3.582568839E-002 1.500000013E-003 3.214117126E+002
 -5.638888851E-002 3.582568839E-002 1.500000013E-003 3.217795715E+002
 -5.538194627E-002 3.582568839E-002 1.500000013E-003 3.220040283E+002
 -5.437500030E-002 3.582568839E-002 1.500000013E-003 3.233449097E+002
 -5.336805433E-002 3.582568839E-002 1.500000013E-003 3.266793213E+002
 -5.236111209E-002 3.582568839E-002 1.500000013E-003 3.295120850E+002
 -5.135416612E-002 3.582568839E-002 1.500000013E-003 3.305884705E+002
 -5.034722388E-002 3.582568839E-002 1.500000013E-003 3.311710510E+002
 -4.934027791E-002 3.582568839E-002 1.500000013E-003 3.315641785E+002
 -4.833333194E-002 3.582568839E-002 1.500000013E-003 3.336242371E+002
 -4.732638970E-002 3.582568839E-002 1.500000013E-003 3.369375610E+002
 -4.631944373E-002 3.582568839E-002 1.500000013E-003 3.385979614E+002
 -4.531250149E-002 3.582568839E-002 1.500000013E-003 3.394746399E+002
 -4.430555552E-002 3.582568839E-002 1.500000013E-003 3.401107178E+002
 -4.329860955E-002 3.582568839E-002 1.500000013E-003 3.426827698E+002
 -4.229166731E-002 3.582568839E-002 1.500000013E-003 3.452043457E+002
 -4.128472134E-002 3.582568839E-002 1.500000013E-003 3.466299438E+002
 -4.027777910E-002 3.582568839E-002 1.500000013E-003 3.473020935E+002
 -3.927083313E-002 3.582568839E-002 1.500000013E-003 3.497274170E+002
 -3.826388717E-002 3.582568839E-002 1.500000013E-003 3.515943909E+002
 -3.725694492E-002 3.582568839E-002 1.500000013E-003 3.530026855E+002
 -3.624999896E-002 3.582568839E-002 1.500000013E-003 3.547194214E+002
 -3.524305671E-002 3.582568839E-002 1.500000013E-003 3.565111389E+002
 -3.423611075E-002 3.582568839E-002 1.500000013E-003 3.582390442E+002
 -3.322916850E-002 3.582568839E-002 1.500000013E-003 3.599184570E+002
 -3.222222254E-002 3.582568839E-002 1.500000013E-003 3.620637512E+002
 -3.121527843E-002 3.582568839E-002 1.500000013E-003 3.632094116E+002
 -3.020833246E-002 3.582568839E-002 1.500000013E-003 3.654050293E+002
 -2.920138836E-002 3.582568839E-002 1.500000013E-003 3.663241882E+002
 -2.819444425E-002 3.582568839E-002 1.500000013E-003 3.682868652E+002
 -2.718750015E-002 3.582568839E-002 1.500000013E-003 3.701495972E+002
 -2.618055604E-002 3.582568839E-002 1.500000013E-003 3.717545166E+002
 -2.517361194E-002 3.582568839E-002 1.500000013E-003 3.731039429E+002
 -2.416666597E-002 3.582568839E-002 1.500000013E-003 3.742106628E+002
 -2.315972187E-002 3.582568839E-002 1.500000013E-003 3.756817932E+002
 -2.215277776E-002 3.582568839E-002 1.500000013E-003 3.766748962E+002
 -2.114583366E-002 3.582568839E-002 1.500000013E-003 3.779528503E+002
 -2.013888955E-002 3.582568839E-002 1.500000013E-003 3.789321899E+002
 -1.913194358E-002 3.582568839E-002 1.500000013E-003 3.798314514E+002
 -1.812499948E-002 3.582568839E-002 1.500000013E-003 3.806467590E+002
 -1.711805537E-002 3.582568839E-002 1.500000013E-003 3.817073975E+002
 -1.611111127E-002 3.582568839E-002 1.500000013E-003 3.823392639E+002
 -1.510416623E-002 3.582568839E-002 1.500000013E-003 3.828775024E+002
 -1.409722213E-002 3.582568839E-002 1.500000013E-003 3.833197937E+002
 -1.309027802E-002 3.582568839E-002 1.500000013E-003 3.836645508E+002
 -1.208333299E-002 3.582568839E-002 1.500000013E-003 3.839107666E+002
 -1.107638888E-002 3.582568839E-002 1.500000013E-003 3.841166992E+002
 -1.006944478E-002 3.582568839E-002 1.500000013E-003 3.841574402E+002
 -9.062499739E-003 3.582568839E-002 1.500000013E-003 3.841002197E+002
 -8.055555634E-003 3.582568839E-002 1.500000013E-003 3.839462891E+002
 -7.048611064E-003 3.582568839E-002 1.500000013E-003 3.836975403E+002
 -6.041666493E-003 3.582568839E-002 1.500000013E-003 3.833564453E+002
 -5.034722388E-003 3.582568839E-002 1.500000013E-003 3.827169495E+002
 -4.027777817E-003 3.582568839E-002 1.500000013E-003 3.821966858E+002
 -3.020833246E-003 3.582568839E-002 1.500000013E-003 3.816237183E+002
 -2.013888909E-003 3.582568839E-002 1.500000013E-003 3.808599854E+002
 -1.006944454E-003 3.582568839E-002 1.500000013E-003 3.796582031E+002
 0.000000000E+000 3.582568839E-002 1.500000013E-003 3.788127441E+002
 1.006944454E-003 3.582568839E-002 1.500000013E-003 3.777475586E+002
 2.013888909E-003 3.582568839E-002 1.500000013E-003 3.773911743E+002
 3.020833246E-003 3.582568839E-002 1.500000013E-003 3.760055542E+002
 4.027777817E-003 3.582568839E-002 1.500000013E-003 3.745190125E+002
 5.034722388E-003 3.582568839E-002 1.500000013E-003 3.738663940E+002
 6.041666493E-003 3.582568839E-002 1.500000013E-003 3.720992737E+002
 7.048611064E-003 3.582568839E-002 1.500000013E-003 3.712890015E+002
 8.055555634E-003 3.582568839E-002 1.500000013E-003 3.695895996E+002
 9.062499739E-003 3.582568839E-002 1.500000013E-003 3.682222900E+002
 1.006944478E-002 3.582568839E-002 1.500000013E-003 3.669872437E+002
 1.107638888E-002 3.582568839E-002 1.500000013E-003 3.655044861E+002
 1.208333299E-002 3.582568839E-002 1.500000013E-003 3.640312195E+002
 1.309027802E-002 3.582568839E-002 1.500000013E-003 3.630302124E+002
 1.409722213E-002 3.582568839E-002 1.500000013E-003 3.616708374E+002
 1.510416623E-002 3.582568839E-002 1.500000013E-003 3.594997864E+002
 1.611111127E-002 3.582568839E-002 1.500000013E-003 3.588107910E+002
 1.711805537E-002 3.582568839E-002 1.500000013E-003 3.579251404E+002
 1.812499948E-002 3.582568839E-002 1.500000013E-003 3.562535095E+002
 1.913194358E-002 3.582568839E-002 1.500000013E-003 3.537884216E+002
 2.013888955E-002 3.582568839E-002 1.500000013E-003 3.529139099E+002
 2.114583366E-002 3.582568839E-002 1.500000013E-003 3.524021606E+002
 2.215277776E-002 3.582568839E-002 1.500000013E-003 3.515708923E+002
 2.315972187E-002 3.582568839E-002 1.500000013E-003 3.493858948E+002
 2.416666597E-002 3.582568839E-002 1.500000013E-003 3.469359741E+002
 2.517361194E-002 3.582568839E-002 1.500000013E-003 3.461835632E+002
 2.618055604E-002 3.582568839E-002 1.500000013E-003 3.458705750E+002
 2.718750015E-002 3.582568839E-002 1.500000013E-003 3.454512024E+002
 2.819444425E-002 3.582568839E-002 1.500000013E-003 3.441977539E+002
 2.920138836E-002 3.582568839E-002 1.500000013E-003 3.416592712E+002
 3.020833246E-002 3.582568839E-002 1.500000013E-003 3.395284424E+002
 3.121527843E-002 3.582568839E-002 1.500000013E-003 3.389323120E+002
 3.222222254E-002 3.582568839E-002 1.500000013E-003 3.388896179E+002
 3.322916850E-002 3.582568839E-002 1.500000013E-003 3.385669556E+002
 3.423611075E-002 3.582568839E-002 1.500000013E-003 3.379905396E+002
 3.524305671E-002 3.582568839E-002 1.500000013E-003 3.365726624E+002
 3.624999896E-002 3.582568839E-002 1.500000013E-003 3.341285095E+002
 3.725694492E-002 3.582568839E-002 1.500000013E-003 3.322625427E+002
 3.826388717E-002 3.582568839E-002 1.500000013E-003 3.316575623E+002
 3.927083313E-002 3.582568839E-002 1.500000013E-003 3.316018677E+002
 4.027777910E-002 3.582568839E-002 1.500000013E-003 3.314903870E+002
 4.128472134E-002 3.582568839E-002 1.500000013E-003 3.312815552E+002
 4.229166731E-002 3.582568839E-002 1.500000013E-003 3.308215942E+002
 4.329860955E-002 3.582568839E-002 1.500000013E-003 3.297378845E+002
 4.430555552E-002 3.582568839E-002 1.500000013E-003 3.278105469E+002
 4.531250149E-002 3.582568839E-002 1.500000013E-003 3.260045166E+002
 4.631944373E-002 3.582568839E-002 1.500000013E-003 3.251486816E+002
 4.732638970E-002 3.582568839E-002 1.500000013E-003 3.249338989E+002
 4.833333194E-002 3.582568839E-002 1.500000013E-003 3.249353333E+002
 4.934027791E-002 3.582568839E-002 1.500000013E-003 3.248775330E+002
 5.034722388E-002 3.582568839E-002 1.500000013E-003 3.247636108E+002
 5.135416612E-002 3.582568839E-002 1.500000013E-003 3.245610352E+002
 5.236111209E-002 3.582568839E-002 1.500000013E-003 3.241282654E+002
 5.336805433E-002 3.582568839E-002 1.500000013E-003 3.232145691E+002
 5.437500030E-002 3.582568839E-002 1.500000013E-003 3.218589478E+002
 5.538194627E-002 3.582568839E-002 1.500000013E-003 3.206813660E+002
 5.638888851E-002 3.582568839E-002 1.500000013E-003 3.200712585E+002
 5.739583448E-002 3.582568839E-002 1.500000013E-003 3.198682251E+002
 5.840277672E-002 3.582568839E-002 1.500000013E-003 3.198472900E+002
 5.940972269E-002 3.582568839E-002 1.500000013E-003 3.198661804E+002
 6.041666493E-002 3.582568839E-002 1.500000013E-003 3.198282166E+002
 6.142361090E-002 3.582568839E-002 1.500000013E-003 3.197661743E+002
 6.243055686E-002 3.582568839E-002 1.500000013E-003 3.196930847E+002
 6.343749911E-002 3.582568839E-002 1.500000013E-003 3.195794373E+002
 6.444444507E-002 3.582568839E-002 1.500000013E-003 3.193591614E+002
 6.545139104E-002 3.582568839E-002 1.500000013E-003 3.189789429E+002
 6.645833701E-002 3.582568839E-002 1.500000013E-003 3.185054932E+002
 6.746527553E-002 3.582568839E-002 1.500000013E-003 3.181177673E+002
 6.847222149E-002 3.582568839E-002 1.500000013E-003 3.179035339E+002
 6.947916746E-002 3.582568839E-002 1.500000013E-003 3.178228760E+002
 7.048611343E-002 3.582568839E-002 1.500000013E-003 3.178170776E+002
 7.149305195E-002 3.582568839E-002 1.500000013E-003 3.178472900E+002
 7.249999791E-002 3.582568839E-002 1.500000013E-003 3.178681335E+002
 -7.249999791E-002 3.683486208E-002 1.500000013E-003 3.054534607E+002
 -7.149305195E-002 3.683486208E-002 1.500000013E-003 3.055044861E+002
 -7.048611343E-002 3.683486208E-002 1.500000013E-003 3.057051392E+002
 -6.947916746E-002 3.683486208E-002 1.500000013E-003 3.063068542E+002
 -6.847222149E-002 3.683486208E-002 1.500000013E-003 3.076748962E+002
 -6.746527553E-002 3.683486208E-002 1.500000013E-003 3.093630676E+002
 -6.645833701E-002 3.683486208E-002 1.500000013E-003 3.103440857E+002
 -6.545139104E-002 3.683486208E-002 1.500000013E-003 3.106288757E+002
 -6.444444507E-002 3.683486208E-002 1.500000013E-003 3.106437073E+002
 -6.343749911E-002 3.683486208E-002 1.500000013E-003 3.107466736E+002
 -6.243055686E-002 3.683486208E-002 1.500000013E-003 3.110519104E+002
 -6.142361090E-002 3.683486208E-002 1.500000013E-003 3.122003784E+002
 -6.041666493E-002 3.683486208E-002 1.500000013E-003 3.151234741E+002
 -5.940972269E-002 3.683486208E-002 1.500000013E-003 3.185626221E+002
 -5.840277672E-002 3.683486208E-002 1.500000013E-003 3.201444092E+002
 -5.739583448E-002 3.683486208E-002 1.500000013E-003 3.204396667E+002
 -5.638888851E-002 3.683486208E-002 1.500000013E-003 3.206364136E+002
 -5.538194627E-002 3.683486208E-002 1.500000013E-003 3.210613098E+002
 -5.437500030E-002 3.683486208E-002 1.500000013E-003 3.226965637E+002
 -5.336805433E-002 3.683486208E-002 1.500000013E-003 3.261104431E+002
 -5.236111209E-002 3.683486208E-002 1.500000013E-003 3.285637512E+002
 -5.135416612E-002 3.683486208E-002 1.500000013E-003 3.290967712E+002
 -5.034722388E-002 3.683486208E-002 1.500000013E-003 3.294173889E+002
 -4.934027791E-002 3.683486208E-002 1.500000013E-003 3.301403503E+002
 -4.833333194E-002 3.683486208E-002 1.500000013E-003 3.326171875E+002
 -4.732638970E-002 3.683486208E-002 1.500000013E-003 3.356852417E+002
 -4.631944373E-002 3.683486208E-002 1.500000013E-003 3.365931396E+002
 -4.531250149E-002 3.683486208E-002 1.500000013E-003 3.370991211E+002
 -4.430555552E-002 3.683486208E-002 1.500000013E-003 3.382079468E+002
 -4.329860955E-002 3.683486208E-002 1.500000013E-003 3.411228333E+002
 -4.229166731E-002 3.683486208E-002 1.500000013E-003 3.428741455E+002
 -4.128472134E-002 3.683486208E-002 1.500000013E-003 3.436312256E+002
 -4.027777910E-002 3.683486208E-002 1.500000013E-003 3.447995911E+002
 -3.927083313E-002 3.683486208E-002 1.500000013E-003 3.474241028E+002
 -3.826388717E-002 3.683486208E-002 1.500000013E-003 3.483831787E+002
 -3.725694492E-002 3.683486208E-002 1.500000013E-003 3.496668091E+002
 -3.624999896E-002 3.683486208E-002 1.500000013E-003 3.518142395E+002
 -3.524305671E-002 3.683486208E-002 1.500000013E-003 3.528094482E+002
 -3.423611075E-002 3.683486208E-002 1.500000013E-003 3.544970703E+002
 -3.322916850E-002 3.683486208E-002 1.500000013E-003 3.561415710E+002
 -3.222222254E-002 3.683486208E-002 1.500000013E-003 3.576651917E+002
 -3.121527843E-002 3.683486208E-002 1.500000013E-003 3.589836426E+002
 -3.020833246E-002 3.683486208E-002 1.500000013E-003 3.606089478E+002
 -2.920138836E-002 3.683486208E-002 1.500000013E-003 3.615508728E+002
 -2.819444425E-002 3.683486208E-002 1.500000013E-003 3.631514587E+002
 -2.718750015E-002 3.683486208E-002 1.500000013E-003 3.646590271E+002
 -2.618055604E-002 3.683486208E-002 1.500000013E-003 3.660164185E+002
 -2.517361194E-002 3.683486208E-002 1.500000013E-003 3.671255798E+002
 -2.416666597E-002 3.683486208E-002 1.500000013E-003 3.680157471E+002
 -2.315972187E-002 3.683486208E-002 1.500000013E-003 3.692469482E+002
 -2.215277776E-002 3.683486208E-002 1.500000013E-003 3.700690002E+002
 -2.114583366E-002 3.683486208E-002 1.500000013E-003 3.711943359E+002
 -2.013888955E-002 3.683486208E-002 1.500000013E-003 3.720399780E+002
 -1.913194358E-002 3.683486208E-002 1.500000013E-003 3.728274536E+002
 -1.812499948E-002 3.683486208E-002 1.500000013E-003 3.735541992E+002
 -1.711805537E-002 3.683486208E-002 1.500000013E-003 3.744795837E+002
 -1.611111127E-002 3.683486208E-002 1.500000013E-003 3.750101318E+002
 -1.510416623E-002 3.683486208E-002 1.500000013E-003 3.754725647E+002
 -1.409722213E-002 3.683486208E-002 1.500000013E-003 3.758655090E+002
 -1.309027802E-002 3.683486208E-002 1.500000013E-003 3.761879578E+002
 -1.208333299E-002 3.683486208E-002 1.500000013E-003 3.764391479E+002
 -1.107638888E-002 3.683486208E-002 1.500000013E-003 3.766539307E+002
 -1.006944478E-002 3.683486208E-002 1.500000013E-003 3.766907043E+002
 -9.062499739E-003 3.683486208E-002 1.500000013E-003 3.766565857E+002
 -8.055555634E-003 3.683486208E-002 1.500000013E-003 3.765524292E+002
 -7.048611064E-003 3.683486208E-002 1.500000013E-003 3.763793335E+002
 -6.041666493E-003 3.683486208E-002 1.500000013E-003 3.761387939E+002
 -5.034722388E-003 3.683486208E-002 1.500000013E-003 3.756472778E+002
 -4.027777817E-003 3.683486208E-002 1.500000013E-003 3.752127991E+002
 -3.020833246E-003 3.683486208E-002 1.500000013E-003 3.747215271E+002
 -2.013888909E-003 3.683486208E-002 1.500000013E-003 3.741529541E+002
 -1.006944454E-003 3.683486208E-002 1.500000013E-003 3.733415222E+002
 0.000000000E+000 3.683486208E-002 1.500000013E-003 3.726682739E+002
 1.006944454E-003 3.683486208E-002 1.500000013E-003 3.718710632E+002
 2.013888909E-003 3.683486208E-002 1.500000013E-003 3.715559692E+002
 3.020833246E-003 3.683486208E-002 1.500000013E-003 3.704666443E+002
 4.027777817E-003 3.683486208E-002 1.500000013E-003 3.693837585E+002
 5.034722388E-003 3.683486208E-002 1.500000013E-003 3.686482544E+002
 6.041666493E-003 3.683486208E-002 1.500000013E-003 3.675263977E+002
 7.048611064E-003 3.683486208E-002 1.500000013E-003 3.664687500E+002
 8.055555634E-003 3.683486208E-002 1.500000013E-003 3.654244995E+002
 9.062499739E-003 3.683486208E-002 1.500000013E-003 3.641399231E+002
 1.006944478E-002 3.683486208E-002 1.500000013E-003 3.627703247E+002
 1.107638888E-002 3.683486208E-002 1.500000013E-003 3.622442932E+002
 1.208333299E-002 3.683486208E-002 1.500000013E-003 3.604309387E+002
 1.309027802E-002 3.683486208E-002 1.500000013E-003 3.592488403E+002
 1.409722213E-002 3.683486208E-002 1.500000013E-003 3.588930054E+002
 1.510416623E-002 3.683486208E-002 1.500000013E-003 3.568996582E+002
 1.611111127E-002 3.683486208E-002 1.500000013E-003 3.554610901E+002
 1.711805537E-002 3.683486208E-002 1.500000013E-003 3.549108582E+002
 1.812499948E-002 3.683486208E-002 1.500000013E-003 3.542721863E+002
 1.913194358E-002 3.683486208E-002 1.500000013E-003 3.518991699E+002
 2.013888955E-002 3.683486208E-002 1.500000013E-003 3.503017273E+002
 2.114583366E-002 3.683486208E-002 1.500000013E-003 3.497368164E+002
 2.215277776E-002 3.683486208E-002 1.500000013E-003 3.496398926E+002
 2.315972187E-002 3.683486208E-002 1.500000013E-003 3.481933594E+002
 2.416666597E-002 3.683486208E-002 1.500000013E-003 3.455798340E+002
 2.517361194E-002 3.683486208E-002 1.500000013E-003 3.442315979E+002
 2.618055604E-002 3.683486208E-002 1.500000013E-003 3.437576294E+002
 2.718750015E-002 3.683486208E-002 1.500000013E-003 3.437901001E+002
 2.819444425E-002 3.683486208E-002 1.500000013E-003 3.432002563E+002
 2.920138836E-002 3.683486208E-002 1.500000013E-003 3.409770813E+002
 3.020833246E-002 3.683486208E-002 1.500000013E-003 3.386221619E+002
 3.121527843E-002 3.683486208E-002 1.500000013E-003 3.375893250E+002
 3.222222254E-002 3.683486208E-002 1.500000013E-003 3.373100586E+002
 3.322916850E-002 3.683486208E-002 1.500000013E-003 3.372485352E+002
 3.423611075E-002 3.683486208E-002 1.500000013E-003 3.371346130E+002
 3.524305671E-002 3.683486208E-002 1.500000013E-003 3.360818481E+002
 3.624999896E-002 3.683486208E-002 1.500000013E-003 3.337578430E+002
 3.725694492E-002 3.683486208E-002 1.500000013E-003 3.317555847E+002
 3.826388717E-002 3.683486208E-002 1.500000013E-003 3.308765564E+002
 3.927083313E-002 3.683486208E-002 1.500000013E-003 3.305702820E+002
 4.027777910E-002 3.683486208E-002 1.500000013E-003 3.304883423E+002
 4.128472134E-002 3.683486208E-002 1.500000013E-003 3.305464172E+002
 4.229166731E-002 3.683486208E-002 1.500000013E-003 3.303674316E+002
 4.329860955E-002 3.683486208E-002 1.500000013E-003 3.294724731E+002
 4.430555552E-002 3.683486208E-002 1.500000013E-003 3.276264343E+002
 4.531250149E-002 3.683486208E-002 1.500000013E-003 3.257880554E+002
 4.631944373E-002 3.683486208E-002 1.500000013E-003 3.248151855E+002
 4.732638970E-002 3.683486208E-002 1.500000013E-003 3.244251404E+002
 4.833333194E-002 3.683486208E-002 1.500000013E-003 3.242752075E+002
 4.934027791E-002 3.683486208E-002 1.500000013E-003 3.242458191E+002
 5.034722388E-002 3.683486208E-002 1.500000013E-003 3.243025818E+002
 5.135416612E-002 3.683486208E-002 1.500000013E-003 3.242690430E+002
 5.236111209E-002 3.683486208E-002 1.500000013E-003 3.239496155E+002
 5.336805433E-002 3.683486208E-002 1.500000013E-003 3.231036377E+002
 5.437500030E-002 3.683486208E-002 1.500000013E-003 3.217743225E+002
 5.538194627E-002 3.683486208E-002 1.500000013E-003 3.205807190E+002
 5.638888851E-002 3.683486208E-002 1.500000013E-003 3.199191895E+002
 5.739583448E-002 3.683486208E-002 1.500000013E-003 3.196300049E+002
 5.840277672E-002 3.683486208E-002 1.500000013E-003 3.194945374E+002
 5.940972269E-002 3.683486208E-002 1.500000013E-003 3.194399719E+002
 6.041666493E-002 3.683486208E-002 1.500000013E-003 3.194512329E+002
 6.142361090E-002 3.683486208E-002 1.500000013E-003 3.195035095E+002
 6.243055686E-002 3.683486208E-002 1.500000013E-003 3.195255127E+002
 6.343749911E-002 3.683486208E-002 1.500000013E-003 3.194724426E+002
 6.444444507E-002 3.683486208E-002 1.500000013E-003 3.192895203E+002
 6.545139104E-002 3.683486208E-002 1.500000013E-003 3.189302673E+002
 6.645833701E-002 3.683486208E-002 1.500000013E-003 3.184617920E+002
 6.746527553E-002 3.683486208E-002 1.500000013E-003 3.180625000E+002
 6.847222149E-002 3.683486208E-002 1.500000013E-003 3.178214417E+002
 6.947916746E-002 3.683486208E-002 1.500000013E-003 3.176956482E+002
 7.048611343E-002 3.683486208E-002 1.500000013E-003 3.176182556E+002
 7.149305195E-002 3.683486208E-002 1.500000013E-003 3.175571899E+002
 7.249999791E-002 3.683486208E-002 1.500000013E-003 3.175299072E+002
 -7.249999791E-002 3.784403577E-002 1.500000013E-003 3.053910828E+002
 -7.149305195E-002 3.784403577E-002 1.500000013E-003 3.054064941E+002
 -7.048611343E-002 3.784403577E-002 1.500000013E-003 3.055538330E+002
 -6.947916746E-002 3.784403577E-002 1.500000013E-003 3.061470947E+002
 -6.847222149E-002 3.784403577E-002 1.500000013E-003 3.075753479E+002
 -6.746527553E-002 3.784403577E-002 1.500000013E-003 3.093288879E+002
 -6.645833701E-002 3.784403577E-002 1.500000013E-003 3.102991638E+002
 -6.545139104E-002 3.784403577E-002 1.500000013E-003 3.105473328E+002
 -6.444444507E-002 3.784403577E-002 1.500000013E-003 3.105657043E+002
 -6.343749911E-002 3.784403577E-002 1.500000013E-003 3.105703430E+002
 -6.243055686E-002 3.784403577E-002 1.500000013E-003 3.107140503E+002
 -6.142361090E-002 3.784403577E-002 1.500000013E-003 3.117264099E+002
 -6.041666493E-002 3.784403577E-002 1.500000013E-003 3.148572388E+002
 -5.940972269E-002 3.784403577E-002 1.500000013E-003 3.185930176E+002
 -5.840277672E-002 3.784403577E-002 1.500000013E-003 3.201053467E+002
 -5.739583448E-002 3.784403577E-002 1.500000013E-003 3.203204651E+002
 -5.638888851E-002 3.784403577E-002 1.500000013E-003 3.203313904E+002
 -5.538194627E-002 3.784403577E-002 1.500000013E-003 3.204958496E+002
 -5.437500030E-002 3.784403577E-002 1.500000013E-003 3.219318848E+002
 -5.336805433E-002 3.784403577E-002 1.500000013E-003 3.258953857E+002
 -5.236111209E-002 3.784403577E-002 1.500000013E-003 3.285214844E+002
 -5.135416612E-002 3.784403577E-002 1.500000013E-003 3.289184875E+002
 -5.034722388E-002 3.784403577E-002 1.500000013E-003 3.289367065E+002
 -4.934027791E-002 3.784403577E-002 1.500000013E-003 3.292349854E+002
 -4.833333194E-002 3.784403577E-002 1.500000013E-003 3.317690735E+002
 -4.732638970E-002 3.784403577E-002 1.500000013E-003 3.356164246E+002
 -4.631944373E-002 3.784403577E-002 1.500000013E-003 3.363764038E+002
 -4.531250149E-002 3.784403577E-002 1.500000013E-003 3.364086304E+002
 -4.430555552E-002 3.784403577E-002 1.500000013E-003 3.369334106E+002
 -4.329860955E-002 3.784403577E-002 1.500000013E-003 3.406129456E+002
 -4.229166731E-002 3.784403577E-002 1.500000013E-003 3.426754761E+002
 -4.128472134E-002 3.784403577E-002 1.500000013E-003 3.427694397E+002
 -4.027777910E-002 3.784403577E-002 1.500000013E-003 3.433009644E+002
 -3.927083313E-002 3.784403577E-002 1.500000013E-003 3.470895386E+002
 -3.826388717E-002 3.784403577E-002 1.500000013E-003 3.480637817E+002
 -3.725694492E-002 3.784403577E-002 1.500000013E-003 3.482166443E+002
 -3.624999896E-002 3.784403577E-002 1.500000013E-003 3.511897278E+002
 -3.524305671E-002 3.784403577E-002 1.500000013E-003 3.524363403E+002
 -3.423611075E-002 3.784403577E-002 1.500000013E-003 3.528138123E+002
 -3.322916850E-002 3.784403577E-002 1.500000013E-003 3.558105164E+002
 -3.222222254E-002 3.784403577E-002 1.500000013E-003 3.560809326E+002
